taxid	kingdom	phylum	class	order	family	genus	species	species_epithet	species_short	scientificName	currentName	identifiedBy	recordedBy	recordNumber	year	country	department	locality details	source	notes
181937	Fungi	Basidiomycota	Agaricomycetes	Stereopsidales	Stereopsidaceae	Stereopsis	Stereopsis radicans	radicans	S. radicans	Stereum radicans	Stereopsis radicans	"Reid, D. A."	"Standley, P. C."	53361	1927	Honduras	Atlántida		Mycoportal	
181937	Fungi	Basidiomycota	Agaricomycetes	Stereopsidales	Stereopsidaceae	Stereopsis	Stereopsis radicans	radicans	S. radicans	Stereum radicans	Stereopsis radicans	"Reid, D. A."	"Standley, P. C."	53544	1927	Honduras	Atlántida		Mycoportal	
186644	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Helicogoniaceae	Calloriopsis	Calloriopsis herpotricha	herpotricha	C. herpotricha	Calloriopsis gelatinosa	Calloriopsis herpotricha		"Standley, P. C."	55262	1927	Honduras	Atlántida		Mycoportal	
196301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pseudofavolus	Pseudofavolus tenuis	tenuis	P. tenuis	Hexagonia tenuis	Pseudofavolus tenuis	"Stevenson, J. A."	"Standley, P. C."	53362	1927	Honduras	Atlántida		Mycoportal	
196301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pseudofavolus	Pseudofavolus tenuis	tenuis	P. tenuis	Hexagonia tenuis	Pseudofavolus tenuis	"Stevenson, J. A."	"Standley, P. C."	53546	1927	Honduras	Atlántida		Mycoportal	
196301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pseudofavolus	Pseudofavolus tenuis	tenuis	P. tenuis	Hexagonia tenuis	Pseudofavolus tenuis	"Stevenson, J. A."	"Standley, P. C."	54007	1927	Honduras	Atlántida		Mycoportal	
196301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pseudofavolus	Pseudofavolus tenuis	tenuis	P. tenuis	Hexagonia tenuis	Pseudofavolus tenuis	"Stevenson, J. A."	"Standley, P. C."	54695	1927	Honduras	Atlántida		Mycoportal	
196301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pseudofavolus	Pseudofavolus tenuis	tenuis	P. tenuis	Hexagonia tenuis	Pseudofavolus tenuis	"Stevenson, J. A."	"Standley, P. C."	55300	1927	Honduras	Atlántida		Mycoportal	
203927	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Dietelia	Dietelia portoricensis	portoricensis	D. portoricensis	Dietelia portoricensis	Dietelia portoricensis		"Standley, P. C."	52855	1927	Honduras	Atlántida		Mycoportal	
205774	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Lachnocladium	Lachnocladium sp.	sp.	Lachnocladium sp.	Lachnocladium	Lachnocladium sp.		"Standley, P. C."	54166	1927	Honduras	Atlántida		Mycoportal	
205774	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Lachnocladium	Lachnocladium brasiliense	brasiliense	L. brasiliense	Lachnocladium brasiliense	Lachnocladium brasiliense	"Coker, W. C."	"Standley, P. C."	52881	1927	Honduras	Atlántida		Mycoportal	
205774	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Lachnocladium	Lachnocladium brasiliense	brasiliense	L. brasiliense	Lachnocladium brasiliense	Lachnocladium brasiliense	"Coker, W. C."	"Standley, P. C."	54501	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	54160	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	54665	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	55311	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	55352	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	55405	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	55525	1927	Honduras	Atlántida		Mycoportal	
220678	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Funalia	Funalia floccosa	floccosa	F. floccosa	Trametes rigida	Funalia floccosa	"Stevenson, J. A."	"Standley, P. C."	55795	1927	Honduras	Atlántida		Mycoportal	
227964	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomitella	Fomitella supina	supina	F. supina	Polyporus supinus	Fomitella supina		"Standley, P. C."	55820	1927	Honduras	Atlántida		Mycoportal	
239199	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Earliella	Earliella scabrosa	scabrosa	E. scabrosa	Trametes corrugata	Earliella scabrosa	"Stevenson, J. A."	"Standley, P. C."	54406	1927	Honduras	Atlántida		Mycoportal	
289249	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Arthoniaceae	Cryptothecia	Cryptothecia subnidulans	subnidulans	C. subnidulans	Cryptothecia subnidulans	Cryptothecia subnidulans		"Standley, P. C."	54645a	1927	Honduras	Atlántida		Mycoportal	
326606	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon truncatum	truncatum	A. truncatum	Hypoxylon truncatum	Annulohypoxylon truncatum	"Miller, J. H."	"Standley, P. C."		1927	Honduras	Atlántida		Mycoportal	
367876	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Pucciniosira	Pucciniosira pallidula	pallidula	P. pallidula	Pucciniosira pallidula	Pucciniosira pallidula		"Standley, P. C."	53694	1927	Honduras	Atlántida	"Tela, Department of Atlantida vicinity of, at Sea level, 15.77586 -87.47585"	Mycoportal	
367876	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Pucciniosira	Pucciniosira pallidula	pallidula	P. pallidula	Pucciniosira pallidula	Pucciniosira pallidula		"Standley, P. C."	54671	1927	Honduras	Atlántida	"Lancetilla Valley, near Tela, Department of Atlantida alt. 20-600 meters, 15.783333 -87.45
"	Mycoportal	
367876	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Pucciniosira	Pucciniosira pallidula	pallidula	P. pallidula	Pucciniosira pallidula	Pucciniosira pallidula		"Standley, P. C."	53694	1927	Honduras	Atlántida	"Vicinity of Tela, 15.775073 -87.464763"	Mycoportal	
367876	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Pucciniosira	Pucciniosira pallidula	pallidula	P. pallidula	Pucciniosira pallidula	Pucciniosira pallidula		"Standley, P. C."	54671	1927	Honduras	Atlántida	"Lancetilla Valley, near Tela, 15.735218 -87.46246, 20 - 600m"	Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella larviformis	larviformis	A. larviformis	Irene larviformis	Appendiculella larviformis		"Standley, P. C."	56839	1927	Honduras	Atlántida	Tela	Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella larviformis	larviformis	A. larviformis	Irene larviformis	Appendiculella larviformis		"Standley, P. C."	PCS793	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irene sororcula	Appendiculella sororcula		"Standley, P. C."	53241	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irene sororcula	Appendiculella sororcula		"Standley, P. C."	55313	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irene sororcula	Appendiculella sororcula		"Standley, P. C."	PCS794	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irene sororcula	Appendiculella sororcula		"Standley, P. C."	PCS795	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irene sororcula	Appendiculella sororcula		"Standley, P. C."	PCS796	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irenina anguriae	Appendiculella sororcula		"Standley, P. C."	53480	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irenina anguriae	Appendiculella sororcula		"Standley, P. C."	55663	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irenina anguriae	Appendiculella sororcula		"Standley, P. C."	55663	1927	Honduras	Atlántida		Mycoportal	
390980	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Appendiculella	Appendiculella sororcula	sororcula	A. sororcula	Irenina anguriae	Appendiculella sororcula		"Standley, P. C."	PCS797	1927	Honduras	Atlántida		Mycoportal	
404339	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Mycosyrinx	Mycosyrinx cissi	cissi	M. cissi	Mycosyrinx cissi	Mycosyrinx cissi		"Standley, P. C."	52792	1927	Honduras	Atlántida		Mycoportal	
409239	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Aegerita	Aegerita sp.	sp.	Aegerita sp.	Aegerita	Aegerita sp.		"Standley, P. C."	55175	1927	Honduras	Atlántida		Mycoportal	
428391	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Asteridiella	Asteridiella bomplandi	bomplandi	A. bomplandi	Irenina bonplandii	Asteridiella bomplandi		"Standley, P. C."	54746	1927	Honduras	Atlántida		Mycoportal	
428391	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Asteridiella	Asteridiella lagunculariae	lagunculariae	A. lagunculariae	Irenina lagunculariae	Asteridiella lagunculariae		"Standley, P. C."	53573	1927	Honduras	Atlántida		Mycoportal	
428391	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Asteridiella	Asteridiella obscura	obscura	A. obscura	Irenina obscura	Asteridiella obscura		"Standley, P. C."	56844	1927	Honduras	Atlántida		Mycoportal	
428391	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Asteridiella	Asteridiella perseae	perseae	A. perseae	Irene perseae	Asteridiella perseae		"Standley, P. C."	54778	1927	Honduras	Atlántida		Mycoportal	"In Mycoportal as ""Irenina perseae"""
470077	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Periconiella	Periconiella portoricensis	portoricensis	P. portoricensis	Haplographium portoricense	Periconiella portoricensis	"Stevenson, J. A."	"Standley, P. C."	54868	1927	Honduras	Atlántida		Mycoportal	
511189	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Moelleriella	Moelleriella phyllogena	phyllogena	M. phyllogena	Hypocrella phyllogena	Moelleriella phyllogena	"Mains, E. B."	"Standley, P. C."		1927	Honduras	Atlántida		Mycoportal	
572136	Chromista	Oomycota	Oomycota class incertae sedis	Albuginales	Albuginaceae	Wilsoniana	Wilsoniana platensis	platensis	W. platensis	Albugo platensis	Wilsoniana platensis	R. D.	"Standley, P. C."	53404	1927	Honduras	Atlántida		Mycoportal	
572138	Chromista	Oomycota	Oomycota class incertae sedis	Albuginales	Albuginaceae	Pustula	Pustula tragopogonis	tragopogonis	P. tragopogonis	Albugo tragopogonis	Pustula tragopogonis	"Stevenson, J. A."	"Standley, P. C."	53714	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina caricarum	caricarum	A. caricarum	Asterina caricarum	Asterina caricarum	"Stevenson, J. A."	"Standley, P. C."	54914	1927	Honduras	Atlántida	"Lancetilla Valley, near Tela, Atlantida Dept. alt. 20-600 meters, 15.783333 -87.45 "	Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina caricarum	caricarum	A. caricarum	Asterina caricarum	Asterina caricarum	"Stevenson, J. A."	"Standley, P. C."	54914	1927	Honduras	Atlántida	"Lancetilla Valley, near Tela, 15.735218 -87.46246, 20 - 600m"	Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina coriacella	coriacella	A. coriacella	Asterina coriacella	Asterina coriacella	coriacella	"Standley, P. C."	54555	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina diplocarpa	diplocarpa	A. diplocarpa	Asterina diplocarpa	Asterina diplocarpa	"Stevenson, J. A."	"Standley, P. C."	54066	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina diplocarpa	diplocarpa	A. diplocarpa	Asterina diplocarpa	Asterina diplocarpa	"Stevenson, J. A."	"Standley, P. C."	54703	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina indecora	indecora	A. indecora	Asterina indecora	Asterina indecora		"Standley, P. C."	53511	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina indecora	indecora	A. indecora	Asterina indecora	Asterina indecora	"Stevenson, J. A."	"Standley, P. C."	54064	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina vagans	vagans	A. vagans	Asterina vagans	Asterina vagans		"Standley, P. C."	53081	1927	Honduras	Atlántida		Mycoportal	
859380	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterina	Asterina vagans	vagans	A. vagans	Asterina vagans	Asterina vagans	"Stevenson, J. A."	"Standley, P. C."	55792	1927	Honduras	Atlántida		Mycoportal	
889755	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Peroneutypa	Peroneutypa scoparia	scoparia	P. scoparia	Eutypa heteracantha	Peroneutypa scoparia		"Standley, P. C."	55554	1927	Honduras	Atlántida		Mycoportal	
889755	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Peroneutypa	Peroneutypa scoparia	scoparia	P. scoparia	Eutypa heteracantha	Peroneutypa scoparia	"Shear, C. L."	"Standley, P. C."	55554	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis coronata	coronata	I. coronata	Irenopsis coronata	Irenopsis coronata		"Standley, P. C."	PCS798	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis coronata	coronata	I. coronata	Irenopsis coronata var. triumfettae	Irenopsis coronata		"Standley, P. C."	54060	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis coronata	coronata	I. coronata	Irenopsis coronata var. triumfettae	Irenopsis coronata		"Standley, P. C."	56638	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis moelleriana	moelleriana	I. moelleriana	Irenopsis moelleriana	Irenopsis moelleriana		"Standley, P. C."	53853	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis tortuosa	tortuosa	I. tortuosa	Irenopsis tortuosa	Irenopsis tortuosa		"Standley, P. C."	56837	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis shropshiriana	shropshiriana	I. shropshiriana	Meliola shropshiriana	Irenopsis shropshiriana		"Standley, P. C."	54713	1927	Honduras	Atlántida		Mycoportal	
1227122	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Irenopsis	Irenopsis shropshiriana	shropshiriana	I. shropshiriana	Meliola shropshiriana	Irenopsis shropshiriana		"Standley, P. C."	PCS950	1927	Honduras	Atlántida		Mycoportal	
1233429	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	Trichomerium ornatum	ornatum	T. ornatum	Trichomerium ornatum	Trichomerium ornatum	"Chaves, B. A."	"Standley, P. C."	54077	1927	Honduras	Atlántida		Mycoportal	
1304605	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Truncospora	Truncospora tephropora	tephropora	T. tephropora	Perenniporia tephropora	Truncospora tephropora	"Ryvarden, L."	"Standley, P. C."	53664	1927	Honduras	Atlántida		Mycoportal	
1356573	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neoantennariellaceae	Fumiglobus	Fumiglobus glabroides	glabroides	F. glabroides	Irenina glabroides	Fumiglobus glabroides		"Standley, P. C."	53525	1927	Honduras	Atlántida		Mycoportal	
1356573	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neoantennariellaceae	Fumiglobus	Fumiglobus glabroides	glabroides	F. glabroides	Irenina glabroides	Fumiglobus glabroides		"Standley, P. C."	53539	1927	Honduras	Atlántida		Mycoportal	
1356573	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neoantennariellaceae	Fumiglobus	Fumiglobus glabroides	glabroides	F. glabroides	Irenina glabroides	Fumiglobus glabroides		"Standley, P. C."	54525	1927	Honduras	Atlántida		Mycoportal	
1356573	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neoantennariellaceae	Fumiglobus	Fumiglobus glabroides	glabroides	F. glabroides	Irenina glabroides	Fumiglobus glabroides		"Standley, P. C."	54709	1927	Honduras	Atlántida		Mycoportal	
1356573	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neoantennariellaceae	Fumiglobus	Fumiglobus glabroides	glabroides	F. glabroides	Irenina glabroides	Fumiglobus glabroides		"Standley, P. C."	55555	1927	Honduras	Atlántida		Mycoportal	
1442376	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Lycogalopsis	Lycogalopsis solmsii	solmsii	L. solmsii	Lycogalopsis solmsii	Lycogalopsis solmsii	"Coker, W. C."	"Standley, P. C."	54042	1927	Honduras	Atlántida		Mycoportal	
1442376	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Lycogalopsis	Lycogalopsis solmsii	solmsii	L. solmsii	Lycogalopsis solmsii	Lycogalopsis solmsii		"Standley, P. C."	55400	1927	Honduras	Atlántida		Mycoportal	
2066992	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes	Rhodofomes carneus	carneus	R. carneus	Fomes carneus	Rhodofomes carneus	"Stevenson, J. A."	"Standley, P. C."	54108	1927	Honduras	Atlántida		Mycoportal	
2081225	Fungi	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Haplobasidion	Haplobasidion portoricense	portoricense	H. portoricense	Haplobasidion portoricense	Haplobasidion portoricense		"Standley, P. C."	54868	1927	Honduras	Atlántida		Mycoportal	
2605635	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterostomella	Asterostomella trematis	trematis	A. trematis	Asterostomella tremae	Asterostomella trematis		"Standley, P. C."		1927	Honduras	Atlántida		Mycoportal	
2605635	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterostomella	Asterostomella trematis	trematis	A. trematis	Asterostomella tremae	Asterostomella trematis		"Standley, P. C."	54663	1927	Honduras	Atlántida		Mycoportal	
2831953	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Vitreoporus	Vitreoporus dichrous	dichrous	V. dichrous	Gloeoporus dichrous	Vitreoporus dichrous	"Leacock, P. R."	"Standley, P. C."	55369	1927	Honduras	Atlántida	"Lancetilla Valley, near Tela, 15.735218 -87.46246, 20 - 600m"	Mycoportal	
2831953	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Vitreoporus	Vitreoporus dichrous	dichrous	V. dichrous	Gloeoporus thelephoroides	Vitreoporus dichrous	"Ponce de León, P."	"Standley, P. C."	56896	1927	Honduras	Atlántida		Mycoportal	
2831953	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Vitreoporus	Vitreoporus dichrous	dichrous	V. dichrous	Polyporus dichrous	Vitreoporus dichrous	"Stevenson, J. A."	"Standley, P. C."	55369	1927	Honduras	Atlántida	"Lancetilla Valley, near Tela, Atlantida Department, 15.783333 -87.45, 20m
"	Mycoportal	
2831953	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Vitreoporus	Vitreoporus dichrous	dichrous	V. dichrous	Polyporus dictyopus	Vitreoporus dichrous	"Ryvarden, L."	"Standley, P. C."	54821	1927	Honduras	Atlántida		Mycoportal	
2868272	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Rolueckia	Rolueckia aggregata	aggregata	R. aggregata	Calenia aggregata	Rolueckia aggregata	"Santesson, R."	"Standley, P. C."		1927	Honduras	Atlántida		Mycoportal	
2963425	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Ranadivia	Ranadivia modesta	modesta	R. modesta	Polyporus modestus	Ranadivia modesta		"Standley, P. C."	52964	1927	Honduras	Atlántida		Mycoportal	
2963425	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Ranadivia	Ranadivia modesta	modesta	R. modesta	Polyporus modestus	Ranadivia modesta		"Standley, P. C."	53116	1927	Honduras	Atlántida		Mycoportal	
