taxid	kingdom	phylum	class	order	family	genus	species	species_epithet	species_short	scientificName	currentName	identifiedBy	recordedBy	recordNumber	year	country	department	locality details	source	notes
114962	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Heterodermia	Heterodermia sp.	sp.	Heterodermia sp.	Heterodermia	Heterodermia sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
114962	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Heterodermia	Heterodermia sp.	sp.	Heterodermia sp.	Heterodermia	Heterodermia sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
168915	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Collemataceae	Leptogium	Leptogium sp.	sp.	Leptogium sp.	Leptogium	Leptogium sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
168915	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Collemataceae	Leptogium	Leptogium sp.	sp.	Leptogium sp.	Leptogium	Leptogium sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
168915	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Collemataceae	Leptogium	Leptogium sp.	sp.	Leptogium sp.	Leptogium	Leptogium sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
172634	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema sp.	sp.	Parmotrema sp.	Parmotrema	Parmotrema sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
191097	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Coccocarpiaceae	Coccocarpia	Coccocarpia palmicola	palmicola	C. palmicola	Coccocarpia palmicola	Coccocarpia palmicola				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
205635	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Pyxine	Pyxine eschweileri	eschweileri	P. eschweileri	Pyxine eschweileri	Pyxine eschweileri				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
205635	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Pyxine	Pyxine pungens	pungens	P. pungens	Pyxine pungens	Pyxine pungens				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
297884	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Glyphis	Glyphis sp.	sp.	Glyphis sp.	Glyphis	Glyphis sp.				2012	Honduras	Copán	"Copan, Ruinen"	Mycoportal	
34429	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum molybdites	molybdites	C. molybdites	Chlorophyllum molybdites	Chlorophyllum molybdites	"Basurto, H."	"Delmer, J."		2012	Honduras	Gracias a Dios	Juan Francisco Bulnes	Mycoportal	
39934	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora sp.	sp.	Lecanora sp.	Lecanora	Lecanora sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
39934	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora sp.	sp.	Lecanora sp.	Lecanora	Lecanora sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
39934	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora sp.	sp.	Lecanora sp.	Lecanora	Lecanora sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
50935	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia atrostriata	atrostriata	P. atrostriata	Physcia atrostriata	Physcia atrostriata				2012	Honduras	Islas de la Bahía		Mycoportal	
50935	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia atrostriata	atrostriata	P. atrostriata	Physcia atrostriata	Physcia atrostriata				2012	Honduras	Islas de la Bahía		Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria sp.	sp.	Dirinaria sp.	Dirinaria	Dirinaria sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
205616	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria picta	picta	D. picta	Dirinaria picta	Dirinaria picta				2012	Honduras	Islas de la Bahía		Mycoportal	
297884	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Glyphis	Glyphis sp.	sp.	Glyphis sp.	Glyphis	Glyphis sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
297884	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Glyphis	Glyphis sp.	sp.	Glyphis sp.	Glyphis	Glyphis sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
297884	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Glyphis	Glyphis sp.	sp.	Glyphis sp.	Glyphis	Glyphis sp.				2012	Honduras	Islas de la Bahía		Mycoportal	
1	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Fabisporus	Fabisporus sanguineus	sanguineus	F. sanguineus	Trametes sanguinea	Fabisporus sanguineus	"Gundogdu, F."	"Galdamez, J. R."		2012	Honduras	Olancho	Patuca	Mycoportal	
5149	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.	sp.	Chaetomium sp.	Chaetomium sp.	Chaetomium sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
5149	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.	sp.	Chaetomium sp.	Chaetomium sp.	Chaetomium sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
5345	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	Coprinus sp.	sp.	Coprinus sp.	Coprinus sp.	Coprinus sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
42303	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora sp.	sp.	Cercophora sp.	Cercophora sp.	Cercophora sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
71729	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella sp.	sp.	Psathyrella sp.	Psathyrella sp.	Psathyrella sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
97971	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia sp.	sp.	Periconia sp.	Periconia sp.	Periconia sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
155415	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	Monosporascus sp.	sp.	Monosporascus sp.	Monosporascus sp.	Monosporascus sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
252180	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella sp.	sp.	Zopfiella sp.	Zopfiella sp.	Zopfiella sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
252180	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella sp.	sp.	Zopfiella sp.	Zopfiella sp.	Zopfiella sp.		"Herrera, J."		2012	Honduras			"Herrera, J., Poudel, R., & Bokati, D. (2013). Assessment of root-associated fungal communities colonizing two species of tropical grasses reveals incongruence to fungal communities of North American native grasses. Fungal Ecology, 6(1), 65–69. https://doi.org/10.1016/j.funeco.2012.08.009"	
83215	Fungi	Basidiomycota	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma cinnabarinum	cinnabarinum	C. cinnabarinum	Calostoma cinnabarinum	Calostoma cinnabarinum	David	"Delmer, J."		2013	Honduras	Comayagua	Meambar	Mycoportal	
34431	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus fragilissimus	fragilissimus	L. fragilissimus	Leucocoprinus fragilissimus	Leucocoprinus fragilissimus	"May, T."	"Delmer, J."		2013	Honduras	Cortés	Santa Cruz de Yojoa	Mycoportal	
41247	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena spinosissima	spinosissima	M. spinosissima	Mycena spinosissima	Mycena spinosissima	"Basurto, H."	"Delmer, J."		2013	Honduras	Cortés	Santa Cruz de Yojoa	Mycoportal	
47191	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Cookeina	Cookeina tricholoma	tricholoma	C. tricholoma	Cookeina tricholoma	Cookeina tricholoma	"Delmer, J."	"Delmer, J."		2013	Honduras	Cortés	Santa Cruz de Yojoa	Mycoportal	
68776	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus striatus	striatus	C. striatus	Cyathus striatus	Cyathus striatus		"Delmer, J."		2013	Honduras	Cortés	Santa Cruz de Yojoa	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea	ostrea	S. ostrea	Stereum ostrea	Stereum ostrea	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea	ostrea	S. ostrea	Stereum ostrea	Stereum ostrea	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
40425	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Coltricia	Coltricia cinnamomea	cinnamomea	C. cinnamomea	Coltricia cinnamomea	Coltricia cinnamomea	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
40425	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Coltricia	Coltricia cinnamomea	cinnamomea	C. cinnamomea	Coltricia cinnamomea	Coltricia cinnamomea	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
51006	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe cantharellus	cantharellus	H. cantharellus	Hygrocybe cantharellus	Hygrocybe cantharellus	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
51006	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe cantharellus	cantharellus	H. cantharellus	Hygrocybe cantharellus	Hygrocybe cantharellus	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
80671	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus rubrobrunneus	rubrobrunneus	T. rubrobrunneus	Tylopilus rubrobrunneus	Tylopilus rubrobrunneus	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	"Danl, HN-EP, HN"	Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia delicata	delicata	A. delicata	Auricularia delicata	Auricularia delicata	pynklynx	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum complicatum	complicatum	S. complicatum	Stereum complicatum	Stereum complicatum	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum versicolor	versicolor	S. versicolor	Stereum versicolor	Stereum versicolor	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum versicolor	versicolor	S. versicolor	Stereum versicolor	Stereum versicolor	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum versicolor	versicolor	S. versicolor	Stereum versicolor	Stereum versicolor	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
37991	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria polymorpha	polymorpha	X. polymorpha	Xylaria polymorpha	Xylaria polymorpha	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
40425	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Coltricia	Coltricia cinnamomea	cinnamomea	C. cinnamomea	Coltricia cinnamomea	Coltricia cinnamomea	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
40451	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Trichaptum	Trichaptum abietinum	abietinum	T. abietinum	Trichaptum abietinum	Trichaptum abietinum	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
40463	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora albobadia	albobadia	P. albobadia	Peniophora albobadia	Peniophora albobadia	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
41247	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena leptocephala	leptocephala	M. leptocephala	Mycena leptocephala	Mycena leptocephala	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
56489	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora terrestris	terrestris	T. terrestris	Thelephora terrestris	Thelephora terrestris	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
56489	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora terrestris	terrestris	T. terrestris	Thelephora terrestris	Thelephora terrestris	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
68776	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus striatus	striatus	C. striatus	Cyathus striatus	Cyathus striatus	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
71882	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cyptotrama	Cyptotrama asprata	asprata	C. asprata	Cyptotrama asprata	Cyptotrama asprata	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
83215	Fungi	Basidiomycota	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma cinnabarinum	cinnabarinum	C. cinnabarinum	Calostoma cinnabarinum	Calostoma cinnabarinum	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
104211	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis laeticolor	laeticolor	C. laeticolor	Clavulinopsis laeticolor	Clavulinopsis laeticolor	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
104211	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis sulcata	sulcata	C. sulcata	Clavulinopsis sulcata	Clavulinopsis sulcata	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
104242	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria fragilis	fragilis	C. fragilis	Clavaria fragilis	Clavaria fragilis	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
139276	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax spathularia	spathularia	D. spathularia	Dacryopinax spathularia	Dacryopinax spathularia	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
139276	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax spathularia	spathularia	D. spathularia	Dacryopinax spathularia	Dacryopinax spathularia	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
184430	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus disseminatus	disseminatus	C. disseminatus	Coprinellus disseminatus	Coprinellus disseminatus	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
227324	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Contumyces	Contumyces rosellus	rosellus	C. rosellus	Contumyces rosellus	Contumyces rosellus	"van den Berghe, E."	"van den Berghe, E."		2013	Honduras	El Paraíso	Danl	Mycoportal	
34444	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius indigo	indigo	L. indigo	Lactarius indigo	Lactarius indigo	"Delmer, J."	"Delmer, J."		2013	Honduras	Intibucá	San Francisco de Opalaca	Mycoportal	
51006	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe miniata	miniata	H. miniata	Hygrocybe miniata	Hygrocybe miniata	"Basurto, H."	"Delmer, J."		2013	Honduras	Intibucá	San Francisco de Opalaca	Mycoportal	
112985	Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Clathrus	Clathrus crispus	crispus	C. crispus	Clathrus cristatus	Clathrus crispus	David	"Delmer, J."		2013	Honduras	Intibucá	San Miguelito	Mycoportal	
40466	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis radicata	radicata	S. radicata	Sparassis radicata	Sparassis radicata	"Vega, H."	"Vega, H."		2013	Honduras	Lempira		Mycoportal	
83215	Fungi	Basidiomycota	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma cinnabarinum	cinnabarinum	C. cinnabarinum	Calostoma cinnabarinum	Calostoma cinnabarinum	David	"Delmer, J."		2013	Honduras	Lempira	Lepaera	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia emiliae	emiliae	P. emiliae	Puccinia emiliae	Puccinia emiliae	"Demers, J.E."	"Fields, J. T."		2013	Honduras		"Intercepted Atlanta, GA entering from Honduras; collection date is actually date of interception; collector is inspector"	Mycoportal	
5263	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces appendiculatus	appendiculatus	U. appendiculatus	Uromyces appendiculatus	Uromyces appendiculatus		"Acevedo, M."		2013	Honduras			"Acevedo, M., Steadman, J. R., & Rosas, J. C. (2013). Uromyces appendiculatus in Honduras: Pathogen Diversity and Host Resistance Screening. Plant Disease, 97(5), 652–661. https://doi.org/10.1094/PDIS-02-12-0169-RE"	
2703772	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Dematophora	Dematophora grantii	grantii	D. grantii	Rosellinia grantii	Dematophora grantii				2013	Honduras			IndexFungorum	
34448	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius siccus	siccus	M. siccus	Marasmius siccus	Marasmius siccus	"Basurto, H."	"Lara, K."		2014	Honduras	Atlántida		Mycoportal	
47191	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Cookeina	Cookeina tricholoma	tricholoma	C. tricholoma	Cookeina tricholoma	Cookeina tricholoma	"Kroeker, K."	"Kroeker, K."		2014	Honduras	Atlántida	La Ceiba	Mycoportal	
27353	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium	Cronartium conigenum	conigenum	C. conigenum	Cronartium conigenum	Cronartium conigenum	"Basurto, H."	"Delmer, J."		2014	Honduras	Comayagua	Taulabe	Mycoportal	
146780	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus indusiatus	indusiatus	P. indusiatus	Phallus indusiatus	Phallus indusiatus	"Madrid, J."	"Lara, K."		2014	Honduras	Cortés	"PANACAM Lodge, Santa Cruz de Yojoa"	Mycoportal	
146780	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus indusiatus	indusiatus	P. indusiatus	Phallus indusiatus	Phallus indusiatus	"Galdamez, J. R."	"Galdamez, J. R."		2014	Honduras	Cortés	San Pedro Sula	Mycoportal	
34431	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus fragilissimus	fragilissimus	L. fragilissimus	Leucocoprinus fragilissimus	Leucocoprinus fragilissimus	"May, T."	"Delmer, J."		2014	Honduras	El Paraíso	San Lucas	Mycoportal	
41955	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita muscaria	muscaria	A. muscaria	Amanita muscaria	Amanita muscaria	"Dubn, F."	"Dubn, F."		2014	Honduras	Francisco Morazán	"Parque Aurora, Zambrano"	Mycoportal	
34431	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus fragilissimus	fragilissimus	L. fragilissimus	Leucocoprinus fragilissimus	Leucocoprinus fragilissimus	"Delmer, J."	"Delmer, J."		2014	Honduras	Gracias a Dios	Puerto Lempira	Mycoportal	
5130	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces lactifluorum	lactifluorum	H. lactifluorum	Hypomyces lactifluorum	Hypomyces lactifluorum	"Vega, H."	"Vega, H."		2014	Honduras	Lempira		Mycoportal	
202892	Fungi	Ascomycota	Lecanoromycetes	Baeomycetales	Baeomycetaceae	Phyllobaeis	Phyllobaeis erythrella	erythrella	P. erythrella	Phyllobaeis erythrella	Phyllobaeis erythrella	"Huereca, A."	"Vega, H."		2014	Honduras	Ocotepeque		Mycoportal	
47191	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Cookeina	Cookeina speciosa	speciosa	C. speciosa	Cookeina speciosa	Cookeina speciosa	"Galdamez, J. R."	"Galdamez, J. R."		2014	Honduras	Santa Bárbara		Mycoportal	
146780	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus atrovolvatus	atrovolvatus	P. atrovolvatus	Phallus atrovolvatus	Phallus atrovolvatus	David	"Tassin, A."		2015	Honduras	Atlántida	lancetilla honduras	Mycoportal	
83215	Fungi	Basidiomycota	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma cinnabarinum	cinnabarinum	C. cinnabarinum	Calostoma cinnabarinum	Calostoma cinnabarinum	"Galdamez, J. R."	"Galdamez, J. R."		2015	Honduras	Atlántida	San Francisco	Mycoportal	
184430	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus disseminatus	disseminatus	C. disseminatus	Coprinellus disseminatus	Coprinellus disseminatus	"Lara, K."	"Lara, K."		2015	Honduras	Cortés	"Parque Arqueolgico Los Naranjos, El Jaral, Honduras"	Mycoportal	
104333	Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Aseroe	Aseroe rubra	rubra	A. rubra	Aseroe rubra	Aseroe rubra	"Galdamez, J. R."	"Galdamez, J. R."		2015	Honduras	Francisco Morazán	Distrito Central	Mycoportal	
937605	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	Hymenopellis furfuracea	furfuracea	H. furfuracea	Oudemansiella furfuracea	Hymenopellis furfuracea	"Basurto, H."	"Lara, K."		2015	Honduras	Francisco Morazán	"Parque Nacional La Tigra, Distrito Central, Honduras"	Mycoportal	
5427	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon perlatum	perlatum	L. perlatum	Lycoperdon perlatum	Lycoperdon perlatum	"van den Berghe, E."	"van den Berghe, E."		2015	Honduras	Francisco Morazán	Residencial Nueva Tatumbla	Mycoportal	
